gh,transaction,address,tradingfee,miningfee,tradeid
268,8cb6e407cd7eda9afc95630a73de370835b59a12bf669d7be27986b070cd4b35,1D6vm3h1CstFVTkBuUJ8BNP8RfYUhpbRZV,0.00051903,0.00003800,575613
269,8d3fd5c5a2e7358ed6faf874be369361ad4d6383e139ea680f14ad492d9fec0d,1M9H2zymJe3ckyaQYSHWZshXeXAiokujrW,0.00035429,0.00012300,K2ONFSW
271,8d62004f172e668d74442d518927ff3cd519ab41d2174631a93265a5cbdd33ee,1MEwEpcz1yLyeCQZJH2oGrZKkpfWR9JVe,0.00057186,0.00004390,95264
272,a5928d92aa0a2faa550d768e2b1072b0596898bef4074046c50ce520d13c8b23,15wTFTKNMZtuVeFx3crN2kSUf2NH2LmYHj,0.00425754,0.00004100,080879
273,57f1bee9a47a5e4a4ed766db8d34bb6f4f250ca49e0bc29d2e3cef3816983728,1KrrmpY5Ggqos6tzcv1W6zrX8XkHPTH371,0.00275036,0.00004100,xsBPY3
274,6513b40b2185c6b8f4ae6de5285b8441616a06e5d92cd6337321edd234df9d29,1FYb5jkHgngMnN5P1Vxccq2qP8DPFBV9T,0.00328336,0.00004100,41777
275,ce4e2446adc121bb6653ad2316f897babb24b1b767beea0d39e3a75530ae9e9a,1J7DZHruna1TN714j5qSd3BjjVPE2VNSDk,0.00035280,0.00009020,ZyilENaJ
275,3f91d5622f6e2fbe2435629d9d17dcfa621a2532a013f47507acb72703313e95,1D4ovsNkxhtdWNZQU8EY7XadENSrQKSjYC,0.00033680,0.00009020,8ddt5d
275,7a85bae2fae5ea9f933cf8d8d887cda7bd4a169678172306a927d29150dd17a4,1MYFF38tAYdo42HLtepZWtBCTcKijLBwzg,0.00032080,0.00012300,GJJVSXE
275,a0b234476443e732c1bcaa37e10a3733db0e97379c463c217d287c576241e6db,19NKszigTZGXCYUbq3P5PWJu6Y2BwpVohW,0.00030480,0.00012300,77955363
275,b75a79d798a945d74d9c80d36da5cc3ea062c7c74c2ac1a638e382c50c5adee3,1BitHJPJF3y4APKav9kHFhWGQBvAVqQN3U,0.00027280,0.00012300,CADUMWWE
275,b6d5eafb3980ced80aa317a443ab740e787933f7b6a634ba932f1ad842b20a86,1Hg16bxFvzx46XzbHrjdVCSZ6puVw5rVWx,0.00028880,0.00012300,goloxks
275,817e0d31e2d3705d9b49033154377085d0e975d786ccf6df239bf1c577037876,1Pa3xsgTvMiMtvcE628yffp3Y1pBWRoCtH,0.00025680,0.00012300,108210
275,74818ebb61c797174f93827fbff1fdabbd7f1bc156382a8d94773c4141c8b155,1GxENxiJLaNfy859G1U8SHLQwkFpEebQdv,0.00024080,0.00012300,824549
275,888e1a190c04aed7b59c3417ae0741e147047a0ec1a0a5d9ae4ce54a47d9190b,1742hH3bRZKN4riSu4FTjYNEZHq9vDu6gF,0.00400000,0.00002600,KFNVP
275,c01b583ab5401ac0fcc7c007ab3a8d9eddcab41a717c2815475628549743849a,14uFaeaU5eBVVAs18rDUanoyZp4ZqgnhTs,0.00062418,0.00003800,KFNVP
275,b452e31a5afaa372621d08267619e858701b4fa6a22343dea35c8fc7461a2227,1Npn2kiQaBArNjfZfbf7tkGXhMK4Y1M2cX,0.00400000,0.00002600,MTYoEN
275,9eeb7529602e424456a2b42c2976969e38b6b18c5b05998549e62a03b444bbfa,16MYw2q1Wn5Zv4ex1CXJTPPowuVtG4SzZh,0.00054818,0.00003800,MTYoEN
275,4661de4a68d9254ffa9935dec1a5e95e43cc21e5c56533340937121e5e404c9c,1K2tD6oery1dMigynMAsYGPm5RzuFCbCpG,0.00400000,0.00002600,06116
275,e3c64000258e5e78300f27482d632461b9f86b06fa767a2b70f3e9a7d48b16c2,16yHveDUEHWEBLawnzaCaPbvsv8rXD4Dz6,0.00195352,0.00003800,06116
275,70aa4804019154431f2f3d6f1d73c0eeabae1eb5a968d0c67b2c01598f8be343,17ERiCmKd4b1ncfqsyRXvoZtPjH23GbQ3a,0.00062840,0.00006696,QCkgUE
275,490d3b9e5f34cc83bac363a1d7169f6d902ed245f4b44a8e25df11361e729bfb,1G1FtDm8T3CAdhoZBCFCaYGJktupNjXaJ1,0.01200000,0.00003800,QCkgUE
275,d46a9f62b5f2279e7b7f9f5d2df0aa194903709e95df0894a14b0886448308b2,1JRdvfv8ncLhjZuGPjFMUdmqctJvELWtta,0.00400000,0.00037440,910061
275,1996f46f3c12540cdfe68926297a5073a8e3ae114de6749fc5f0d3a818067870,1LQ37NHnszTgvPG4sQR2xyLDNY2XJsxdyi,0.00021765,0.00009880,910061
276,4b10ed247610291473327c153a6c246acc91f4f16ade86897d843f357a32c56c,1Mna1EcawvG2kozoQH5GhrZM7dmRTdiY9f,0.00005000,0.00004160,50215814
276,c41f7c558d4d1822c6fe3706ca3b61f59932c3cfafb24b236d1ff9c9fe01928f,1X9rA6Rqf8y6CERuAqvUUjiUBci5bPTPp,0.00006000,0.00003800,50215814
277,7a75b89fc89f0f3bfdc21aa3f200763f6145d4bc5348b5c050134e53ca8077df,16KgPvZZvgqKLv25y7Bvcn8fEhq3oJDFPg,0.00006000,0.00006080,51622
278,4fb1468aa65760592c9c4eef43269b9f16e5c1d0b56038c769512e61bc4b6994,1365yL139Xtn16Dsd93DhGfX4MA57wejuG,0.00006000,0.00006992,3057020
279,4604f83e0606caba1e560e2232e26e00f9f4eb2219e73c198cc38afdf0aa9a70,19LbbioXhxUC9kV2jYJW5Dm4mgBaqAuZcC,0.00005940,0.00004560,vnqw78lz
280,06073d1259a1897b1bb95736d51350ba7257b586821c99296fad1c011f76764b,15ESkJLwm3EqrBT9aSPRhwqb8CnUmCguyi,0.00009000,0.00007030,vqssi
280,c65276d6334c42ed86a3a832afd3d9683ce642c75a367846bc350843185ad0b9,1LzsTF6zQNuEebeYCQzZkAgZrwohu5LGnc,0.00027000,0.00003800,vqssi
281,8e93a2227dc4abcee181cc716cee3108a802826100d10fc79bc11d31865e5d60,1DcMxgYhaLNJddj5RcXD7KHvakRavHJh29,0.00010820,0.00019488,NSITB
282,0de0eead5fd2aaa0c083c63ad6470084d4dda4105f7cf330cbf7b7650cbcf47b,1FQch2WHdXC1mSaXRs3EYKbWb24acjrQ7t,0.00010110,0.00024360,avqya
