gh,transaction,address,tradingfee,miningfee,tradeid
67,30b79b0584ad8f86f29113d16bb7ff1b576eafc28831ff3f51d065771462fdd6,17Jc8VUgZGN1cLz4QQHTfzUrF61ZR3kRb7,0.00037500,0.00057600,gVBDzEd
69,759a99576a1edc0431c9797487eadb1402e6dac81a64ab0dfe5e1e0df82f62ce,1EKv7QxmcCXqKVVLQF5iQnAuf3ZU51wnrS,0.00020000,0.00150400,VLHYA
73,ed3956a752e7f04701dabe86b45dc873e86c2282e088cc7c831a7b3f652e3fbd,163u1zK2VpT5jv2bWMr3ircPC3JxQVuRCH,0.00025000,0.00003630,SeiOKTX
73,1ce12803b40a9b3268cb7d538d89d4f42dd98bb1a44d2f5770ac13fc7a3b43ce,1MSKrR1Rs9g6RmG7SssbpEQHurpLL6ATr,0.00025000,0.00003200,SeiOKTX
