gh,transaction,address,tradingfee,miningfee,tradeid
251,903452c36aa8cda128371ea9fab6b86d5c6d2924cc8e3c353e6fe6294c98f920,15n1RyYhdZjcTZHG3p8g4p8kXczzc5doEG,0.00023647,0.00018240,xl0VNZ
251,0b53a462ddc9c65a1371a8cd1505dd3b49be948161e75fe4ab6bba1296c91b61,1MxPiffvtbYc5ES254HV8138bUKhz3MBp5,0.00037393,0.00020520,928287
251,252948cff676db4748e839a681903b6680113868a6ad8d0a8a16e990f8016344,1N5xcyRg8SAk1jpddYzmZRiJuLbP2JYgDT,0.00059700,0.00021280,81178
251,9b56114fd9a14cccd28092a673a56cfbb3ff2cb172b0c9cc641f0de942fa2e81,19jGKnhNi4UPqiMNntQgzx5HUpcQ5ZqbWP,0.00037693,0.00021280,08425
251,ef3783c699337c31e4e2ab467096294607e986859c9c5f11ab547d64f792c6cf,1AWXHpBVR2GD4Tw9B8riED6qxVMJ9i4YGB,0.00022947,0.00021280,owijphe
251,276f7064fb545f1df197a6036cd783f19f03dd5b7bbcff13cff81019bfa6b178,1JsbBujA6kiKbmHjNdWprxGfz2yTYdGE3j,0.00022647,0.00020520,G3qge
251,cef192a42c5a6cbc13401550182bc29aa1b39121b65e60153831193fda1e78da,1PBFMWDjx9DFq24dygb6ZMC6jA9P3bxtmn,0.00200000,0.00015080,806594
251,3cbf86f7ce5da7fed116bb90ca8ec24ba8b41593a923a59656f165ef3807bd76,15NfYsJVxVaFPd6cQVdcMuW7YMHzNeK4As,0.00016995,0.00022040,806594
251,6b137b40e014893596232f3a4526c8e9cfb6c80ee3972656276025d7e494a37f,15BDu1DpFp2KgVP2PCDWpuE7AE4EJarWSM,0.00059100,0.00020520,ROCD7U
251,5cd5420df0a051037175d3d733845152ee06beed53bf399e696776b73269a9b9,1BMfCxHaAJrq6JSg6pJA7mhBT5TvvePWk2,0.00058800,0.00034960,OIDOMNPQ
252,4ee9b9ec515549d72fa1b3e859ab6ea750930631cce0d661da17a5b3357475ca,1KBqaMpA1FDpkN7j8UxVTNV1DoeMTVHcG3,0.00006250,0.00025234,2235044
253,ace769e8478639937ba0ef80eb85d6665dea6ae0fad95cc84d194243aa9dbc67,1Fn4Lr5ZsnqGuVRaWWUqa7niyYTGdVijii,0.00006250,0.00026928,mWpvw
254,6002ddeed26de4bdf557fd8cb660d9923c158fd2ecde79733b0e6cad62d6d994,1KBqaMpA1FDpkN7j8UxVTNV1DoeMTVHcG3,0.00005000,0.00015080,gposgy
