gh,transaction,address,tradingfee,miningfee,tradeid
77,810f2dc534b5d2944ab3bd3c575944d9e27e57f6b58004a3f31f6143bfb75558,1NDkDU28hPuHwhADVEnHpJXp3bEXGArgqJ,0.00009800,0.00002600,CTBWG
77,3ac8762178d0a39e4f82d46f39f55a6f5aaa2379899eb0ed007d8a2a54cf5883,14JTxUcCpJGVB7nZGsMf5Bw29o4QX3eksZ,0.00005000,0.00006400,CTBWG
78,5d87a73a78ccf31df2c84a16adfbe4d988ed4aa747b76d688812e8956f26271a,1FsFRVret5VA5D7d2o2HNfMtrhcZRQ2YfV,0.00011300,0.00007800,0628491
78,809307e0dcd633be089fb8c22ee73f35a6cafbbcb4fd703e7005490035465c7e,14HK2e2QgE4JzFAgi4b35nkqp4idmDGdCd,0.00008000,0.00006400,0628491
79,58de60d392e02fddefe1a353f9f9e4cbbd6ce36b90972241578c61889d01aa95,1HeGzPwp49Tp8rcss4UKv2KYvgLPWhetSj,0.00009800,0.00002600,abtu48
79,c8a366c373a0469c98f05f4bb6d74086872754d1134ef23a88216e518522152d,13GNXr1Qp8N4qK71s1pYtPJnyPguSFDj89,0.00005000,0.00006400,abtu48
81,7a98f2de0bbe772630b97c27082b166bae53ba62a96b8367564bc8b3d72aa21e,18XvucDhdVgfjT6QNNwguMYWzAMevnb4P9,0.00036000,0.00003200,SeiOKTX
81,6b07a4b7bbb777ad150fa866f504264978442e0a62e244e2b76f2fb68b65c21f,1NSNDkYhm7C8Pg5Ungo6bX1dfAgRpLvyKj,0.00036000,0.00003200,SeiOKTX
88,6a5762ef32db8e0c85880c1efc12e09149e0f7231581f53634537f90d7371198,17bTDJjddMjGppEUv5WXVejQj1CW48r3PT,0.00020000,0.00024420,5FVBIaU
90,e9a9cdc45bdfad35844c62576d9a5e9df3275c45fa85ff0de136e97e972c8ba7,1KdnveX2aXKJe4zvEnjhMzjTFuQDJHfrVB,0.00114600,0.00002600,SIHCRM
92,542c51b211839c67480ed62503d4dfbaca7656d7a672e45d8af1d564f68ed62d,12gRf3cLrxFRiEBVUDTMznvMf1wmLrstgo,0.00005000,0.00003200,1157458
93,4a7c299e512f46889cebb8c542a3b3f228ca2ce6b4f80541e53c0e29c0fadde4,18CizZnZMvQRgzb2X5m98QiWXVyJqPZTCA,0.00314300,0.00005540,407912
95,e0438674eb1d3af1f06757eda793cca82a7a98f11f83cc226fd4e56067a4162c,1EKyPjZtbTh8DSQSypFRyvkWKvWYd1jT1D,0.00020000,0.00003200,egloilal
96,6124974fbace4984f008d3031ad964337c2fcad79d29b4b868b2f167858c6bf2,1EKyPjZtbTh8DSQSypFRyvkWKvWYd1jT1D,0.00020000,0.00003200,dxwmp
97,ee2795c3801a684bd9ca546476fd5f2835637c608aaf174aa6804a73b5697668,12fYDTPRibRk4YX3NStnKyxLo1nZEKqhZk,0.00025000,0.00003200,ejpdk
98,e45b85bd761187d3c096c8f4396d2026137b9bc7a142aeaf524a7dc959403d88,12fYDTPRibRk4YX3NStnKyxLo1nZEKqhZk,0.00025000,0.00003200,BYGGP
