gh,transaction,address,tradingfee,miningfee,tradeid
378,0f81eb586d1d17ecccbd0c517cd55d4b84506145df5e7c733d7e5dafb6bcf9b4,15KStRDUP9ZTYftpH6dsteD6ULpJheWk8y,0.01200000,0.00003800,pxoutpnb
379,21ba075420881cdfb44b23b86ce59b1494ab9f7efaa4fe6cb3780483ded28f9c,1Ai7X8kcHHJidM4TvAKWrCL1eT2CVuhwZX,0.00086250,0.00004100,0640030
379,ac61f9b54b658616b9103725c1b698f8ee40a1a7e554f841b2d3c188f412b9e2,1AcJAA2aNvy3QhxZdnyVoPjKsk2qJEH6pw,0.01200000,0.00003800,0640030
381,ed0457369cbc9045134ecc80c8cae2187186649e2444ac5d1c9aa022625967df,13zjEU4UkMmnCoVDVw7f311khZtaZSGdJY,0.00049900,0.00003640,8262297
381,efea509f905607abd3f94908d1f407c80604df94758c38496caa9a8e50571e7d,1AKv97QdrugaC2sqGWCBBnS4jMyRT3jLAy,0.00150000,0.00010280,8262297
382,fbf987e83671a6efb407a0a4197b7b072c62588de34ea1d94e24c25f3a89f2aa,1AVuX9NFs73UYguC7chY5qV3sCyojqib6Q,0.00005000,0.00002600,NI4CCID4
382,e07d35ed2e6e60decbf0aeb3fcd9e1fa63dcec0c30d0c056bb80d23786a5b7f9,1A5jp2aG7BS9TRzLLGWQyGS8idKxD9AZ4o,0.00007000,0.00003800,NI4CCID4
386,2ddb4e2816610d8b30a308d708d7b02d4419c9ac9b5b188ff436e1195bca324e,1JkNuHkQUipxTMpbcwa5K86DS6TK9X358A,0.00021600,0.00005570,Skqga
386,d9a5e7dc031f0bae0377a656ab5ef012ed3c47b86f7bb125221a98caf3c128e6,159B9zJgQ2Nbdv3D9FN7Yx2aEhmngqa44Z,0.00300000,0.00003800,Skqga
387,d06402483be36f0075701d293d770047faebd4f7cf7112f79472e3d7b78a736e,1DzfRbSoEuVfGPoPMP1vCVewYfUFiw3Lid,0.00050000,0.00004060,140259
387,15c9febec9dc28e269d71e36855f63d19dedbd923164d203022e7c1ebf75af7c,1KZnAGTNQpH88ojWkiwb59y9fXciukf2kq,0.00075450,0.00006840,140259
390,6cce0cb5f29b1ac54f90ca96c034c160abe63fff70b06111c598099f09f8b3de,1HR16J9MiYBFto5mVDRAQHJYKNwFXMzTkq,0.00010000,0.00002600,SYM0NEKA
390,68a29d91b66b904a0958771276edbc575adaa1fef991ba8e7976ba7dcdaf0b0e,1HM2nxaCshTXiRpkv2QEs5UZtUDm8gG6tz,0.00015075,0.00003800,SYM0NEKA
393,c0511ed59fc2999419bc185918e0823de88f05cef5b23becb74f41aa4c298e4b,14tHLaDFvgDEJsHurhceZocq5uVxSf1Q21,0.00050000,0.00006512,624515
393,57aeb30be5be40fd17230d351160b648b271048464a138d2651e1e2ee0cf88d7,16BdfZaZq8eh4bqizFPJbmqXtCLc7YWR8d,0.00175000,0.00006080,624515
394,c21a57d90f52da5401bf279fc8b7cefff263c024d0df485a90e297b03c7683e4,1NM4YRi4wxtQmX6JyBEviSGebzriGLV1Jq,0.00049980,0.00004060,762477
394,e4c667c5036d52dcc4fb57eb4231ac120c80c024d77a94ce22841121f8f52fcf,17mt28QFxQZBEdnwKoJ9UPwuPsUToPTAr,0.00174930,0.00003800,762477
383,5fca003f4eaf89280eb902481f1f92a5ac52741283b7bc324407e4ff1021e98a,16a7ny3t7pRZ3muLRGJu9NgxdCHrNB5ePP,0.00005000,0.00004080,KS2BB9O
383,c51ff12e6fd4af3e96d00a08e36816d58c1fdb0a609babdba9e57d97348e8b74,12MJQGeyaKRYjKgESjRMNpw6tFYTNNn41U,0.00007000,0.00003800,KS2BB9O
384,b9f6ae16315978df3ddf7681aef91fe16ead2c50854c6f1351edae197cba3b88,1HEXrMuZ1ocY6nNhnEEr1e4W9YrRDASs1f,0.00005000,0.00002600,YYPUKN
384,652355464336095a6fc49f139dcb61b721ac9848d44cae4867be6ce73064dbfc,18w2UPp7WaNCZ2JubSCDwKhx7up5zh6kGc,0.00003000,0.00004390,YYPUKN
385,effc5703b2305b394029be757a05ef63f07b0ed0d20b1904129dcbd6741848c8,12Zay5Sjos4PT86YJ5fE2YDgkpt8jcGYTJ,0.00005000,0.00005698,ub60IpJP
385,dca31a1b7267b0c6b93a8a43f79dddae69791ef123f97ce29610c0a58a80c0ad,146NhS5Vcw87yb5sodfh1HJLvNTrBNfVco,0.00006000,0.00003800,ub60IpJP
395,129031e5db59b603aebb952c878b5e86e8ac383af1166f5ecae4ac411f90f812,12f4nniiaVh2M38PCQ4UwwdkATqBEQW3AW,0.00049980,0.00004070,hvpcfuy
395,a6b51a82255eed0ef51e7d136c697281cb7753f030dc3c34752764246d2420ad,12YjfBmwxE2kD1xS16uszkqtafSTrcR5DE,0.00174930,0.00003800,hvpcfuy
405,27363ca7733cd944fba70907059e6b05ff6d5ee23b5ee6de1ce361ee931c89d6,1QH4kcEeCDSxy9Mweu1um8LD8kLY7XApGu,0.00001616,0.00004100,19886399
405,79e1d82668b93e0e4f691e8e79d5e8eec8b6c970e084f142eebf601134a2816b,1QEPe3n7a4qRz3gmF9n87aDXFdAaZ9uZEr,0.00070000,0.00006590,19886399
406,3a05a627dd3255d40be1d29723d595e850bedd23fd550d3b1afb7994ee90d172,1A2CN5QC6p9Qjg5SuwYF4nbVkF5sKtY6uq,0.00006250,0.00002600,57721
406,11acd308f55715ced3a1cb899028f973ac01945f13b1103a2a9343b6bc6b1a66,1AiKtpeXPfoV18yavaccHigAKaFp9tFxp8,0.00043750,0.00006840,57721
408,a06623159a56afc6221a5caf49a9825240501915e13e89dd2490b1c581e7c5a8,1MUfe6bwKBnc9TjZ5UFdQzfVbTfoRntfs4,0.00005000,0.00002600,YnGjojg
409,0229b1d58d1c95647de05ea19e6c156e2635fbd4e0f89f76e14198af29af6c91,1BB9jj3oStUKc2Zgjwi3hGSYaKffvD3WEy,0.00006000,0.00028420,31578971
409,4ab9a40eabdb523b5da1701b84dcf49de11d87f3c731980ae5710e6aef7b6205,15X25t8s68naFSFra8k7j2cjjB3VZRkjys,0.00005000,0.00024320,31578971
410,b0ff19e325bb3c8b6c000e982dd40ff7abf6db2eaf257c357a7fc45e6bffcc8d,1J6m2vwg25ZyozgdNmeRgXSWYN9q1XXSJp,0.00020000,0.00012210,37016953
410,b25f91c05c9f731a1714c53b2d031fc4956949047d1ce3dddcd08b7f8b2e75fa,1QE6ggfSgdzJ33WsGPXQTY6ZjrxEM7BERb,0.00022500,0.00014308,37016953
411,d6b02755336984a73ca1c2ace53c362e20affaf4d1a9f8c5cf3de8a22a21ac89,1NSXyjpJutsRfuxacH8wcLCcrmKUMUx9cf,0.00005000,0.00004160,dSWNbJq
411,7bfbacaa7728aa80f083918ab03711c715a5147366c54cea08116f343501f8e4,17hTmnzXmLvRmBmuFhXeq9vxRDBGUCu6A8,0.00002250,0.00006080,dSWNbJq
412,f2a708ebea537fd849f5db1d3573610159a47461131802d98385f88248d05dc0,1Ap37fnGBPNAUiY46Cn9QJ4VVc7GJ27wgp,0.00005000,0.00004160,wNZF9M
412,650b98d46f700c562ddfff996170feca5f93013f68d256067865d3af42496f9e,1KrJwoDc7DaeXrgonzfg9HWWbsmyfdQEmX,0.00002250,0.00005320,wNZF9M
413,7b96e2999569a4570a595e8735a3f4cb8cd7f5d5e574723528c41eb1c59ddab3,1PYFTCRrg2wQJqHFxrkLqWhyEPo5NMbeTz,0.00009150,0.00005860,20016679
414,6736a2add416879af2561a814a8aa7d762f1ae5525fcc9a5ae03ccf5f0c29537,1QC7p3Zuue8YGT7WxoW3Qrjq585YAtvhHK,0.00005000,0.00004070,JUMV9FUO
414,583c08de92409b0a7b3b5452d421e62cc4ad8e471e1e0b74a267917fec6a8775,1N5wzSSPQwPtB3GDzP679Y7g17NWfs3SHe,0.00002250,0.00004560,JUMV9FUO
415,8da28b6411b3a1fc50c36bd4ddc93faea6ce4a3bfe10a416b9172b896df44f15,19boDGj7LxzBCsVUdBTvwtQHJw8GC5Ki9u,0.00010000,0.00002600,07330
415,c2a8f7243d81d1ac29e420af0b1974f6a700c207c2f6f6a0d87d92db7a6ed01a,16JarLMdV3TpgbSb5jqygwSXHsXFeQwMs9,0.00011250,0.00005256,07330
416,6efc6bd74bb60fab1758e9df266edaeffbe08b6a374bd8cde3df025b60dfeb45,1PFinFR9bpeLwZiYoRN3PVzPZHdvhGm8XC,0.00010000,0.00004160,p7mfhcnu
416,9b71d15d160ee788fd249d370aaa24b18b36ebd37c5cb1f7be1b7310be6e2fd2,15oNVK9iwMR42Jh6qfm8bZtyfPEEN4ouyF,0.00011250,0.00007008,p7mfhcnu
417,80988817697b6406e73fcfca64406779421571a9f9970ed5e6e6887b19b8b083,1QBW2CHwgukQtWvZTbEb6N6JoVWsC1oqHN,0.00012000,0.00004080,lenutx
417,eb57d868340f61cc2f2f7cb900cce6a1037d803749cc14aee1ddec28c548e247,1RKzdR138ia3NEmZZGEQtuR1hWuDhkANG,0.00013500,0.00007008,lenutx
418,39d52f46d9d05359545981efb52fd1cc68ad038728da08aefcc5fd5e4b80bd1f,1Nq5ykSyBazhZrTnkahtYB69XM8qGVXLGv,0.00003825,0.00008200,TMYNIU
418,eebe6ff5172207ae3081a961696655eda4a13cf1a22be7883a067ac1f59b4892,1K4BquVeBpr8zFdVnXQfV1B3xuXjrBXpYf,0.00011475,0.00009636,TMYNIU
419,a0ffab81e8f97da2a9733f753f54440eaa8eb675fc9781261d407cdc58b39a1f,1LR4mhJ4tTqo2cANqhhQxcfYLAngNhh2NW,0.00020000,0.00005720,oclykfa
419,33306917c38aa97dd68199bc20ef89f017a210e41fadfd6025551bf48daa88eb,174FWeSUSngEwFo8GFfm183xoJQUbKNGc5,0.00022500,0.00007032,oclykfa
420,c207f9e0542d98c968ff2fe5cbf7c2be31fdeef4c43b364187c6a3e370fabda5,18U9D3aJqRGKCcrGCft1FF19HduKbj1Nwj,0.00033700,0.00002600,P5r7qirx
420,b646e4d992db6709ff34bf9364e578ca2c6bf6d615a1d9e140315ac07d6e3507,12A2yn9FyT9R1aAUSNRHoHrtQM5KYQvLzv,0.00037950,0.00036864,P5r7qirx
421,380c4f2d17f561cc9b337d8aa02738c79ffbd5497be68b03551ed240a3041194,19Rwg38XwsWwWD2YiYFzuBabK1wQihfdRV,0.00018860,0.00007800,PCFSX
421,7857e69fa378412886843fa9257eec0a3366fe03301e4921e29c471c9e4269b9,19vN6N7vbTB8RRWPtRjRu63H5cgKQQrshp,0.00021225,0.00025650,PCFSX
422,9445ca3055ac412568030bf18125b48e99190956c7309593308090af2a76ac72,1B8Zh2HhqH1W7VhhU6Z6vewjipYwb8GGF9,0.00015260,0.00006760,QRBKHEI
422,b41700a8b69789434f77dba492f8842f5c005567081bf846c44c466e353b8992,1of7Vp2uy8yzeryhH8C5asZmroJQTq2iA,0.00017175,0.00015330,QRBKHEI
423,40dbf961d108b62e302d1421dd3e045814eda864b4e947d4a28e9a59fc7b87da,14ABLW5T7eWPvJwuZFbKehrANUb4dQ6Y5D,0.00012560,0.00003640,cbeojxf8
423,95cbf08119bca48f6f2effc7068f0ca4465b2b922834f53a78f51598e5ab2b3e,1BusFNszHTiX1tm7suwe1aXnJZRTqFXXLw,0.00018975,0.00005256,cbeojxf8
424,e65a143ada63db9c3af7ff7ffbac2596814be592e3c892c90e02684816d9477e,18fuF5gNa5gegdpy6kEVaA3Kc2YJcui4gn,0.00005000,0.00002600,mUySGQ
424,c851276aef5f9a0c588f1fa175a457c583598c8ffaac74f9baee8004ec1a28d6,1BDqAd3oHNUfcePJoWKp6Fo7sNCTsu2oWL,0.00009075,0.00003800,mUySGQ
425,079ebaf8c2e7f8f9d7fcda314853e55e0a152f1c70c89c48001a896cac6f8423,1B57bHKDpp6epbqfbG32yhihejytwywJpD,0.00002250,0.00004100,76189
425,0c54ce9e445caf6f865c187634f961b073a5e9bf1a4575e096ef4bffb7256260,16PuR5ZWdDPqnEbosM9PK4s5bCzrU7ZBkv,0.00013575,0.00004380,76189
426,a9e2e7f4ba6c5fe95ac3c4d33431d864180e842978f0d36463fef78d01c55e56,15dP8HkQgAYbyruCX8mmUbobnVm3SCvBii,0.00001500,0.00004100,WiMWGAtF
426,48cbaf9cb766d8cc6bc7c1af5b16b45eb6c7abd725e6bd177a06c942b1298296,1P9YmEidBUB1vEF91Jk1LeefYeEHA9TR7X,0.00024500,0.00003800,WiMWGAtF
427,2a88db133c5ca5de51c16ceb313b7a4e56e3d1378e2068e7aae89431ec7ab581,1N9MH4XBnYDwSbdgxtHEui7ejENnzZjGQK,0.00005000,0.00003900,3096248
427,79707d6ab9843c11c8f7dc4c8f1d47b2717487f3501acfef44e07035784e59ac,1Jbzfc4N3yZbgjcXK92LqTNj3v8Y7TPcuV,0.00003000,0.00005120,3096248
429,b9a3ee73522f0cb95ec52aad820426c5c36bc89ec56f78335fcde2f3927f8129,1GimkgTWw8YMgF9rUKhca4HBKaDMnf9jy6,0.00000675,0.00004100,XsbvUAe
